13,45
71,52
94,54
59,78
90,6
24,86
92,50
1,13
44,62
42,58
53,62
74,26
77,39
12,20
66,77
3,8
72,60
69,49
40,87
75,56
45,31
89,85
50,64
55,77
65,11
68,9
44,90
15,96
55,28
28,7
88,59
14,32
17,76
11,6
32,30
22,77
29,59
12,74
2,8
28,14
31,53
10,54
79,67
73,4
74,69
64,16
37,65
24,94
21,6
53,44
96,10
18,46
87,47
71,34
54,56
76,31
15,72
6,81
46,38
66,14
34,37
92,3
88,49
31,20
12,74
77,35
4,33
61,77
95,41
60,31
25,11
89,53
32,66
3,16
27,73
47,1
48,30
25,20
76,4
92,32
90,65
76,97
4,97
71,23
11,48
25,97
66,73
2,59
84,78
7,54
15,71
63,60
62,65
76,5
94,97
84,82
52,64
94,77
75,26
9,70
17,63
78,35
23,27
96,69
34,53
86,2
58,37
79,15
1,28
20,80
20,62
67,30
76,11
98,23
25,22
18,27
98,95
35,6
84,67
6,22
94,19
66,6
28,44
6,51
86,60
24,16
16,39
46,52
39,62
27,38
91,68
24,33
67,35
51,99
3,20
57,50
31,76
11,70
22,29
36,87
44,73
38,36
51,62
43,91
30,47
55,61
37,60
11,26
64,23
73,50
32,100
5,56
42,10
58,80
100,2
39,66
29,91
53,28
9,34
17,14
97,22
79,93
75,54
71,7
19,41
35,29
26,64
51,10
40,69
44,74
44,90
93,93
94,94
52,28
24,11
17,63
37,66
8,75
96,81
2,21
45,84
49,83
50,62
21,19
16,63
66,12
82,46
31,79
6,84
11,66
29,30
17,9
23,35
23,79
40,72
59,3
8,52
44,77
35,60
79,89
94,22
0,100
9,70
95,40
25,36
44,80
75,3
54,57
16,49
99,28
19,27
71,8
89,50
9,68
90,89
60,99
9,83
72,17
53,39
60,67
61,29
48,4
11,39
91,74
5,63
72,60
3,41
38,30
12,1
66,82
72,85
90,35
84,48
33,62
17,87
65,74
29,54
29,99
41,96
79,32
18,46
52,98
88,60
12,62
94,64
16,82
66,2
7,83
8,66
84,61
83,26
45,89
76,45
22,48
63,42
4,6
15,52
34,10
53,18
91,2
40,14
23,96
46,87
58,5
37,50
63,73
37,37
74,74
96,61
74,64
31,3
42,39
93,53
52,50
0,2
21,34
59,92
11,51
32,30
54,64
64,3
41,31
8,94
6,2
99,47
52,73
4,20
37,78
99,51
70,100
75,59
41,72
97,46
0,24
96,19
51,68
24,87
65,39
26,30
3,38
64,71
18,5
88,25
16,94
58,78
35,36
89,16
32,68
74,92
54,67
47,43
15,56
93,40
92,48
85,54
90,44
8,48
20,58
39,88
96,46
32,37
32,53
64,32
34,96
77,5
20,48
4,72
55,90
22,36
95,37
63,40
93,82
68,91
60,47
82,91
41,75
50,31
11,11
65,76
20,9
10,98
82,42
50,65
100,5
83,74
69,77
99,13
53,80
27,83
94,18
74,77
26,64
51,88
72,92
55,8
35,100
42,57
39,100
74,33
49,47
78,76
84,15
84,58
52,88
33,37
58,92
89,2
76,38
75,68
18,13
37,86
55,57
85,14
55,2
94,44
77,54
48,33
42,8
84,78
53,0
64,37
55,59
40,3
9,43
12,87
83,93
61,50
16,23
82,84
13,20
48,71
100,77
100,89
40,43
43,78
10,80
74,37
72,32
44,18
92,78
0,55
25,19
16,2
84,29
78,25
70,94
27,16
79,33
56,5
84,58
31,88
15,32
25,78
8,53
49,96
64,50
49,23
88,20
36,87
19,38
49,12
91,35
1,65
79,98
18,0
93,36
52,83
27,53
18,94
19,75
7,72
28,58
72,66
60,67
76,74
27,11
57,44
54,99
26,47
57,35
58,100
64,87
25,96
36,86
11,92
89,37
21,81
47,84
86,21
49,47
100,44
27,25
51,40
71,94
70,63
76,11
48,27
70,82
30,20
58,15
79,73
45,47
50,1
40,95
83,10
45,94
92,39
45,17
73,99
96,55
54,68
98,39
19,81
86,39
73,98
63,58
32,7
13,6
86,19
96,21
52,17
27,24
82,52
8,13
18,93
28,29
58,74
39,85
49,64
75,36
100,44
97,9
9,43
80,61
87,0
58,54
9,51
21,40
48,13
84,58
90,63
74,83
94,95
0,44
50,95
92,36
1,46
0,85
86,37
98,20
39,74
5,17
34,98
86,11
17,4
3,78
27,40
64,71
34,26
23,21
47,83
60,80
28,85
19,31
44,94
29,61
19,21
93,5
63,4
48,0
95,58
2,4
75,78
64,57
47,47
2,5
49,7
72,5
96,13
83,17
95,65
80,42
87,45
44,51
55,57
68,89
9,50
86,37
73,6
30,9
2,34
72,86
54,71
84,10
69,57
5,21
52,58
99,75
99,25
71,99
67,22
21,99
79,40
34,97
71,59
3,10
74,9
83,73
42,38
34,57
52,85
86,33
65,33
83,93
91,39
86,70
30,56
78,11
7,70
31,81
39,72
82,19
100,7
29,76
62,99
86,40
16,21
67,30
96,32
41,79
14,14
14,22
5,50
50,87
67,43
67,95
75,53
82,81
95,27
13,90
78,11
43,4
75,92
31,27
84,66
33,39
26,46
68,4
21,75
90,60
11,98
56,88
59,78
82,91
9,72
37,70
9,85
100,100
43,78
36,49
53,79
60,27
24,59
15,72
51,56
6,68
64,63
88,97
90,50
11,55
49,55
60,16
20,64
98,6
55,44
65,53
19,20
54,44
7,75
45,12
47,67
66,99
43,100
84,76
33,27
22,36
44,84
97,91
30,75
91,18
76,96
87,89
88,22
89,41
3,75
27,99
45,30
45,11
9,88
56,50
13,88
60,20
53,69
47,96
34,74
16,88
56,67
92,7
33,48
48,98
33,43
97,30
52,89
54,31
81,33
61,25
82,59
81,0
60,15
63,27
25,71
94,62
12,48
27,4
86,49
67,75
56,93
8,72
41,54
95,84
12,33
69,62
84,99
41,14
39,52
25,7
85,71
64,53
15,67
76,72
60,90
36,11
73,64
87,83
1,82
97,73
56,41
24,90
8,85
100,12
6,58
72,27
52,32
25,93
83,90
37,53
47,4
59,98
69,19
85,91
79,69
93,86
69,16
10,17
39,27
71,59
83,54
84,80
18,57
0,33
42,51
49,78
100,27
50,64
88,2
95,92
3,30
91,84
0,17
61,25
79,47
68,93
31,10
52,48
40,32
41,66
40,23
55,75
71,33
71,76
62,99
99,61
74,16
32,19
74,79
40,94
14,19
59,9
20,50
33,74
22,97
10,71
24,14
72,71
42,64
78,42
13,85
4,19
59,29
82,34
52,30
46,99
81,65
48,100
13,41
19,21
91,15
73,65
79,60
37,69
71,79
33,5
81,68
35,50
35,85
57,55
84,71
37,77
23,57
68,44
67,4
18,94
29,13
46,56
83,76
91,54
23,77
14,97
51,42
67,47
47,95
23,31
45,76
52,73
48,34
34,59
